,index,Nature mutation,Type de voie,Voie,Code postal,Commune,Code departement,1er lot,Surface Carrez du 1er lot,Nombre de lots,Type local,Surface reelle bati,Nombre pieces principales,lon,lat,Valeur fonciere
13683,293528,Vente,RUE,CHAPPE,75018,PARIS 18,75,105.0,"19,07",1,Appartement,25.0,2.0,2.341655,48.884691,"200000,00"
13685,293530,Vente,AV,DE CLICHY,75018,PARIS 18,75,136.0,"51,63",1,Appartement,51.0,3.0,2.326594,48.88569,"506000,00"
13686,293531,Vente,AV,DE SAINT OUEN,75018,PARIS 18,75,21.0,"24,04",1,Appartement,21.0,2.0,2.326397,48.889386,"225000,00"
13687,293532,Vente,RUE,JACQUES KABLE,75018,PARIS 18,75,17.0,"43,20",1,Appartement,43.0,2.0,2.362019,48.886082,"267000,00"
13688,293533,Vente,RUE,DU MONT CENIS,75018,PARIS 18,75,208.0,"36,22",1,Appartement,35.0,2.0,2.346629,48.896493,"300000,00"
13689,293534,Vente,IMP,DE LA CHAPELLE,75018,PARIS 18,75,105.0,"35,66",4,Appartement,33.0,2.0,2.358792,48.89272,"283000,00"
13690,293536,Vente,PAS,LATHUILLE,75018,PARIS 18,75,65.0,"15,28",1,Appartement,15.0,1.0,2.3275490000000003,48.884738,"142000,00"
13691,293540,Vente,RUE,MARCADET,75018,PARIS 18,75,10.0,"40,87",1,Appartement,46.0,2.0,2.333798,48.891867,"400000,00"
13692,293541,Vente,RUE,MARCADET,75018,PARIS 18,75,13.0,"42,55",2,Appartement,38.0,2.0,2.334194,48.891813,"435000,00"
13696,293546,Vente,RUE,CUSTINE,75018,PARIS 18,75,13.0,"36,88",2,Appartement,35.0,2.0,2.3441110000000003,48.88958,"315000,00"
13698,293548,Vente,RUE,RAMEY,75018,PARIS 18,75,17.0,"60,12",6,Appartement,69.0,3.0,2.346279,48.88910300000001,"636600,00"
13699,293549,Vente,BD,DE CLICHY,75018,PARIS 18,75,3.0,"62,03",1,Appartement,75.0,3.0,2.33639,48.882883,"635000,00"
13700,293550,Vente,RUE,JEAN FRANCOIS LEPINE,75018,PARIS 18,75,17.0,"37,78",2,Appartement,39.0,2.0,2.358382,48.886027,"340000,00"
13701,293551,Vente,RUE,MONTCALM,75018,PARIS 18,75,25.0,"33,40",2,Appartement,32.0,2.0,2.338106,48.8932,"346000,00"
13702,293552,Vente,RUE,DU POTEAU,75018,PARIS 18,75,27.0,"24,67",2,Appartement,25.0,1.0,2.340295,48.89499,"190000,00"
13703,293553,Vente,RUE,ANDRE DEL SARTE,75018,PARIS 18,75,5.0,"24,95",1,Appartement,23.0,2.0,2.346184,48.885835,"242000,00"
13704,293554,Vente,RUE,DU MONT CENIS,75018,PARIS 18,75,210.0,"23,28",1,Appartement,25.0,1.0,2.344918,48.89368,"200000,00"
13706,293558,Vente,VLA,ETEX,75018,PARIS 18,75,10.0,"37,75",1,Appartement,36.0,2.0,2.328761,48.890701,"388500,00"
13707,293560,Vente,RUE,PIERRE GINIER,75018,PARIS 18,75,13.0,"83,00",2,Appartement,83.0,3.0,2.32677,48.887088,"887100,00"
13708,293562,Vente,RUE,JEAN COTTIN,75018,PARIS 18,75,8.0,"28,65",1,Appartement,29.0,2.0,2.361572,48.893499,"186600,00"
13709,293569,Vente,RUE,ORDENER,75018,PARIS 18,75,23.0,"31,95",1,Appartement,37.0,2.0,2.338954,48.893375,"310000,00"
13710,293570,Vente,RUE,COYSEVOX,75018,PARIS 18,75,18.0,"37,64",2,Appartement,39.0,2.0,2.3291880000000003,48.890636,"397100,00"
13711,293572,Vente,RUE,LETORT,75018,PARIS 18,75,28.0,"26,59",1,Appartement,25.0,2.0,2.3429830000000003,48.894049,"265000,00"
13712,293573,Vente,VLA,ETEX,75018,PARIS 18,75,9.0,"59,00",1,Appartement,58.0,2.0,2.328761,48.890701,"547300,00"
13713,293574,Vente,RUE,DE CLIGNANCOURT,75018,PARIS 18,75,47.0,"77,07",2,Appartement,79.0,3.0,2.349189,48.894472,"534000,00"
13714,293578,Vente,RUE,GUSTAVE ROUANET,75018,PARIS 18,75,374.0,"32,07",1,Appartement,33.0,2.0,2.3405560000000003,48.896451,"260000,00"
13715,293579,Vente,RUE,RIQUET,75018,PARIS 18,75,119.0,"34,75",1,Appartement,34.0,2.0,2.362078,48.890064,"300000,00"
13717,293581,Vente,RUE,LETORT,75018,PARIS 18,75,1093.0,"47,39",2,Appartement,47.0,2.0,2.34393,48.896717,"387900,00"
13719,293585,Vente,RUE,DU POLE NORD,75018,PARIS 18,75,134.0,"72,97",2,Appartement,67.0,3.0,2.338453,48.894149,"685000,00"
13721,293590,Vente,RUE,SIMART,75018,PARIS 18,75,24.0,"31,02",2,Appartement,31.0,2.0,2.346903,48.891506,"275000,00"
13723,293593,Vente,RUE,DUHESME,75018,PARIS 18,75,74.0,"33,82",1,Appartement,31.0,2.0,2.345016,48.895104,"347700,00"
13724,293595,Vente,RUE,DAMREMONT,75018,PARIS 18,75,9.0,"76,82",1,Appartement,73.0,3.0,2.334498,48.890683,"834377,00"
13725,293596,Vente,RUE,GABRIELLE,75018,PARIS 18,75,121.0,"19,06",1,Appartement,20.0,2.0,2.341199,48.885545,"200000,00"
13726,293597,Vente,PAS,PENEL,75018,PARIS 18,75,22.0,"23,70",1,Appartement,26.0,1.0,2.343022,48.895916,"250000,00"
13727,293599,Vente,RUE,GUSTAVE ROUANET,75018,PARIS 18,75,184.0,"37,30",1,Appartement,37.0,2.0,2.341027,48.896457,"335000,00"
13728,293600,Vente,RUE,LABAT,75018,PARIS 18,75,12.0,"24,72",2,Appartement,25.0,1.0,2.345235,48.88859,"236000,00"
13730,293603,Vente,RUE,CHAMPIONNET,75018,PARIS 18,75,22.0,"28,43",2,Appartement,28.0,2.0,2.33203,48.893945,"310370,00"
13732,293605,Vente,RUE,MARCADET,75018,PARIS 18,75,144.0,"27,14",2,Appartement,27.0,1.0,2.3374580000000003,48.891314,"275000,00"
13735,293613,Vente,RUE,DE CLIGNANCOURT,75018,PARIS 18,75,1314.0,"46,22",2,Appartement,46.0,2.0,2.3471900000000003,48.884071,"480000,00"
13738,293621,Vente,RUE,SIMART,75018,PARIS 18,75,23.0,"41,85",4,Appartement,41.0,3.0,2.347931,48.890737,"431650,00"
13739,293624,Vente,VLA,SAINT MICHEL,75018,PARIS 18,75,1109.0,"85,51",2,Appartement,87.0,4.0,2.327805,48.889708,"1000100,00"
13740,293626,Vente,ALL,D ANDREZIEUX,75018,PARIS 18,75,317.0,"56,59",2,Appartement,56.0,2.0,2.352387,48.892061,"432620,00"
